Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Sales_Projection
NCP41,16.6,Low Fat,0.016235909,Health and Hygiene,108.9596,OUT049,1999,Medium,Tier 1,Supermarket Type1,1521.27
FDJ27,17.7,Regular,0.121774611,Meat,101.8674,OUT013,1987,High,Tier 3,Supermarket Type1,1483.82
FDA07,7.55,Regular,0.03111966,Fruits and Vegetables,122.6072,OUT017,2007,,Tier 2,Supermarket Type1,1856.89
FDK55,18.5,Low Fat,0.02580175,Meat,89.0172,OUT049,1999,Medium,Tier 1,Supermarket Type1,1234.78
FDM33,15.6,Low Fat,0.087856073,Snack Foods,220.7798,OUT049,1999,Medium,Tier 1,Supermarket Type1,3210.83
FDY46,18.6,Low Fat,0.047889939,Snack Foods,186.9898,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.0
FDD36,13.3,Low Fat,0.021273561,Baking Goods,117.8124,OUT046,1997,Small,Tier 1,Supermarket Type1,1728.12
FDB12,,Regular,0.104797702,Baking Goods,101.8648,OUT027,1985,Medium,Tier 3,Supermarket Type3,2575.37
FDF28,,Regular,0.066296239,Frozen Foods,125.9046,OUT019,1985,Small,Tier 1,Grocery Store,269.26
NCE07,,Low Fat,0.022988989,Household,143.3154,OUT019,1985,Small,Tier 1,Grocery Store,287.76
FDW50,,Low Fat,0.075212058,Dairy,165.1158,OUT027,1985,Medium,Tier 3,Supermarket Type3,4074.49
NCW18,15.1,Low Fat,0.059660386,Household,236.7248,OUT017,2007,,Tier 2,Supermarket Type1,3459.28
NCJ17,,Low Fat,0.267106722,Health and Hygiene,85.4224,OUT019,1985,Small,Tier 1,Grocery Store,181.62
DRZ24,7.535,Low Fat,0.13689554,Soft Drinks,120.244,OUT010,1998,,Tier 3,Grocery Store,230.97
FDS07,12.35,Low Fat,0.0,Fruits and Vegetables,115.0518,OUT035,2004,Small,Tier 2,Supermarket Type1,1740.16
NCW05,20.25,Low Fat,0.247843179,Health and Hygiene,107.6938,OUT010,1998,,Tier 3,Grocery Store,210.85
FDZ22,9.395,Low Fat,0.045454306,Snack Foods,83.125,OUT018,2009,Medium,Tier 3,Supermarket Type2,1068.96
FDK02,12.5,Low Fat,0.0,Canned,118.144,OUT046,1997,Small,Tier 1,Supermarket Type1,1728.12
FDZ45,,Low Fat,0.0,Snack Foods,196.6084,OUT027,1985,Medium,Tier 3,Supermarket Type3,5051.64
FDL25,6.92,Regular,0.130924914,Breakfast,91.1804,OUT046,1997,Small,Tier 1,Supermarket Type1,1225.12
FDS08,5.735,Low Fat,0.057076739,Fruits and Vegetables,175.737,OUT045,2002,,Tier 2,Supermarket Type1,2563.9
NCZ42,,Low Fat,0.011233267,Household,235.5248,OUT027,1985,Medium,Tier 3,Supermarket Type3,5212.78
FDX57,17.25,Regular,0.047257274,Snack Foods,97.0068,OUT035,2004,Small,Tier 2,Supermarket Type1,1393.3
FDF21,10.3,Regular,0.058827383,Fruits and Vegetables,189.853,OUT046,1997,Small,Tier 1,Supermarket Type1,2817.16
FDJ56,8.985,Low Fat,0.184150125,Fruits and Vegetables,98.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,1167.56
FDX10,6.385,Regular,0.123607578,Snack Foods,36.4874,OUT013,1987,High,Tier 3,Supermarket Type1,567.13
DRG48,5.78,Low Fat,0.014552313,Soft Drinks,145.1102,OUT035,2004,Small,Tier 2,Supermarket Type1,2245.12
DRN37,9.6,Low Fat,0.096297398,Soft Drinks,167.3158,OUT046,1997,Small,Tier 1,Supermarket Type1,2578.71
NCY41,16.75,Low Fat,0.076044136,Health and Hygiene,34.9532,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.49
FDN28,5.88,Regular,0.030309247,Frozen Foods,103.499,OUT045,2002,,Tier 2,Supermarket Type1,1488.35
FDE34,9.195,Low Fat,0.108110205,Snack Foods,181.5634,OUT045,2002,,Tier 2,Supermarket Type1,2698.92
FDR10,17.6,Low Fat,0.010060255,Snack Foods,163.8552,OUT045,2002,,Tier 2,Supermarket Type1,2472.47
FDC32,18.35,Low Fat,0.099669602,Fruits and Vegetables,92.9462,OUT017,2007,,Tier 2,Supermarket Type1,1309.05
DRG13,17.25,Low Fat,0.037186151,Soft Drinks,164.3526,OUT046,1997,Small,Tier 1,Supermarket Type1,2475.66
FDP59,20.85,Regular,0.056553503,Breads,104.9648,OUT049,1999,Medium,Tier 1,Supermarket Type1,1488.96
NCT53,5.4,LF,0.080536751,Health and Hygiene,165.8526,OUT010,1998,,Tier 3,Grocery Store,337.04
FDL57,,Regular,0.066751989,Snack Foods,257.4304,OUT027,1985,Medium,Tier 3,Supermarket Type3,5217.24
FDN32,17.5,Low Fat,0.026044866,Fruits and Vegetables,185.2266,OUT010,1998,,Tier 3,Grocery Store,406.2
FDK09,15.2,Low Fat,0.092137107,Snack Foods,227.4352,OUT018,2009,Medium,Tier 3,Supermarket Type2,2709.1
FDA52,16.2,Regular,0.214952566,Frozen Foods,178.437,OUT010,1998,,Tier 3,Grocery Store,367.09
FDC57,20.1,Regular,0.054679411,Fruits and Vegetables,193.282,OUT049,1999,Medium,Tier 1,Supermarket Type1,2825.33
FDI09,20.75,Regular,0.129313138,Seafood,239.488,OUT035,2004,Small,Tier 2,Supermarket Type1,3499.33
NCB07,19.2,Low Fat,0.077507549,Household,197.911,OUT046,1997,Small,Tier 1,Supermarket Type1,2745.59
FDP26,7.785,Low Fat,0.139526439,Dairy,103.1306,OUT035,2004,Small,Tier 2,Supermarket Type1,1487.6
FDP40,,Regular,0.034190793,Frozen Foods,112.0544,OUT027,1985,Medium,Tier 3,Supermarket Type3,2979.39
FDL15,17.85,Low Fat,0.046595951,Meat,151.5682,OUT013,1987,High,Tier 3,Supermarket Type1,2197.41
FDV07,9.5,Low Fat,0.0,Fruits and Vegetables,111.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1558.12
FDS03,7.825,Low Fat,0.080079022,Meat,65.1826,OUT017,2007,,Tier 2,Supermarket Type1,940.77
FDE50,19.7,Regular,0.016230842,Canned,185.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,2821.09
FDQ15,20.35,Regular,0.15192798,Meat,79.4276,OUT017,2007,,Tier 2,Supermarket Type1,1125.39
FDQ33,13.35,Low Fat,0.15266209,Snack Foods,150.3708,OUT010,1998,,Tier 3,Grocery Store,308.89
FDT22,10.395,Low Fat,0.112003932,Snack Foods,58.022,OUT013,1987,High,Tier 3,Supermarket Type1,755.35
DRO35,13.85,Low Fat,0.03456382,Hard Drinks,117.2492,OUT035,2004,Small,Tier 2,Supermarket Type1,1740.95
FDJ41,6.85,LF,0.022918858,Frozen Foods,261.5594,OUT049,1999,Medium,Tier 1,Supermarket Type1,3774.41
FDQ27,5.19,Regular,0.044244253,Meat,104.899,OUT035,2004,Small,Tier 2,Supermarket Type1,1491.08
FDC26,10.195,Low Fat,0.127097968,Canned,112.3886,OUT017,2007,,Tier 2,Supermarket Type1,1590.53
NCF43,,Low Fat,0.0,Household,142.947,OUT027,1985,Medium,Tier 3,Supermarket Type3,3253.12
NCR50,20.2,Low Fat,0.011817852,Household,153.134,OUT035,2004,Small,Tier 2,Supermarket Type1,2215.64
FDE39,7.89,Low Fat,0.036281701,Dairy,119.6782,OUT018,2009,Medium,Tier 3,Supermarket Type2,1543.49
FDN49,,Regular,0.124618061,Breakfast,40.548,OUT027,1985,Medium,Tier 3,Supermarket Type3,986.54
DRG11,6.385,Low Fat,0.083822437,Hard Drinks,107.3596,OUT035,2004,Small,Tier 2,Supermarket Type1,1493.47
NCA18,10.1,Low Fat,0.05616476,Household,117.0492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1729.52
FDM36,11.65,Regular,0.058970075,Baking Goods,171.9422,OUT018,2009,Medium,Tier 3,Supermarket Type2,2480.23
FDW32,18.35,Regular,0.094830216,Fruits and Vegetables,85.6882,OUT017,2007,,Tier 2,Supermarket Type1,1232.79
NCQ18,15.75,Low Fat,0.226084177,Household,98.67,OUT010,1998,,Tier 3,Grocery Store,199.62
FDX14,,Low Fat,0.07457713,Dairy,76.2354,OUT027,1985,Medium,Tier 3,Supermarket Type3,2208.52
FDD46,6.035,Low Fat,0.142055011,Snack Foods,152.3998,OUT017,2007,,Tier 2,Supermarket Type1,2212.22
FDI34,,Regular,0.149062064,Snack Foods,232.1668,OUT019,1985,Small,Tier 1,Grocery Store,505.11
NCJ17,7.68,Low Fat,0.152527644,Health and Hygiene,85.2224,OUT035,2004,Small,Tier 2,Supermarket Type1,1228.62
FDB52,17.75,Low Fat,0.030429846,Dairy,257.2672,OUT035,2004,Small,Tier 2,Supermarket Type1,3555.9
FDV55,17.75,LF,0.055297776,Fruits and Vegetables,143.7444,OUT018,2009,Medium,Tier 3,Supermarket Type2,1766.29
FDC57,20.1,Regular,0.054594531,Fruits and Vegetables,191.682,OUT046,1997,Small,Tier 1,Supermarket Type1,2830.95
FDB29,16.7,Regular,0.052411676,Frozen Foods,115.2176,OUT046,1997,Small,Tier 1,Supermarket Type1,1740.16
NCO43,5.5,Low Fat,0.047089304,Others,100.1016,OUT035,2004,Small,Tier 2,Supermarket Type1,1462.45
FDG44,6.13,Low Fat,0.102398197,Fruits and Vegetables,52.7298,OUT045,2002,,Tier 2,Supermarket Type1,762.37
FDJ34,11.8,Regular,0.093845664,Snack Foods,126.4704,OUT045,2002,,Tier 2,Supermarket Type1,1861.71
FDH40,11.6,Regular,0.079052286,Frozen Foods,82.3276,OUT049,1999,Medium,Tier 1,Supermarket Type1,1200.49
NCD07,,Low Fat,0.055160326,Household,111.9518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2979.39
FDB41,19.0,Regular,0.097863571,Frozen Foods,46.0718,OUT017,2007,,Tier 2,Supermarket Type1,678.46
FDH47,13.5,Regular,0.129340955,Starchy Foods,95.7068,OUT018,2009,Medium,Tier 3,Supermarket Type2,1166.5
DRK37,5.0,low fat,0.043996354,Soft Drinks,189.353,OUT035,2004,Small,Tier 2,Supermarket Type1,2817.16
FDM25,,Regular,0.106217878,Breakfast,176.7712,OUT019,1985,Small,Tier 1,Grocery Store,364.21
NCX06,17.6,Low Fat,0.015718858,Household,182.3976,OUT045,2002,,Tier 2,Supermarket Type1,2833.58
NCS05,11.5,Low Fat,0.021096732,Health and Hygiene,132.8942,OUT017,2007,,Tier 2,Supermarket Type1,1866.3
FDS39,6.895,Low Fat,0.022506125,Meat,142.2812,OUT045,2002,,Tier 2,Supermarket Type1,1960.41
FDC47,,Low Fat,0.118314903,Snack Foods,226.5694,OUT027,1985,Medium,Tier 3,Supermarket Type3,5188.05
FDG20,15.5,Regular,0.125583323,Fruits and Vegetables,178.3028,OUT013,1987,High,Tier 3,Supermarket Type1,2573.88
DRL23,18.35,Low Fat,0.015390879,Hard Drinks,106.1938,OUT017,2007,,Tier 2,Supermarket Type1,1494.83
FDY33,14.5,Regular,0.09712024,Snack Foods,158.3262,OUT013,1987,High,Tier 3,Supermarket Type1,2335.24
NCH18,9.3,Low Fat,0.044751804,Household,243.8802,OUT045,2002,,Tier 2,Supermarket Type1,3507.96
FDX47,6.55,Regular,0.0345978,Breads,155.4288,OUT035,2004,Small,Tier 2,Supermarket Type1,2232.36
NCB06,17.6,Low Fat,0.082499046,Health and Hygiene,159.192,OUT045,2002,,Tier 2,Supermarket Type1,2399.01
FDP36,10.395,Regular,0.0,Baking Goods,49.6008,OUT049,1999,Medium,Tier 1,Supermarket Type1,671.48
FDW44,9.5,Regular,0.035294406,Fruits and Vegetables,172.1448,OUT018,2009,Medium,Tier 3,Supermarket Type2,2480.23
NCU41,18.85,Low Fat,0.052266868,Health and Hygiene,191.8846,OUT018,2009,Medium,Tier 3,Supermarket Type2,2570.61
NCS17,18.6,Low Fat,0.080501443,Health and Hygiene,96.2436,OUT046,1997,Small,Tier 1,Supermarket Type1,1381.25
FDD46,6.035,Low Fat,0.1412293,Snack Foods,155.5998,OUT035,2004,Small,Tier 2,Supermarket Type1,2236.05
FDE45,12.1,Low Fat,0.040585593,Fruits and Vegetables,177.5002,OUT017,2007,,Tier 2,Supermarket Type1,2587.61
FDI09,20.75,Regular,0.130069181,Seafood,238.988,OUT017,2007,,Tier 2,Supermarket Type1,3499.33
NCJ54,9.895,Low Fat,0.100540036,Household,234.0642,OUT010,1998,,Tier 3,Grocery Store,505.11
NCA29,10.5,Low Fat,0.027387523,Household,172.1106,OUT018,2009,Medium,Tier 3,Supermarket Type2,2480.23
NCN41,,Low Fat,0.051956477,Health and Hygiene,122.773,OUT027,1985,Medium,Tier 3,Supermarket Type3,3069.95
FDY34,10.5,Regular,0.010979782,Snack Foods,164.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,2475.66
NCG55,16.25,Low Fat,0.039138761,Household,116.1176,OUT035,2004,Small,Tier 2,Supermarket Type1,1741.23
DRM49,6.11,Regular,0.151954004,Soft Drinks,44.4086,OUT046,1997,Small,Tier 1,Supermarket Type1,652.47
NCB42,11.8,Low Fat,0.008574487,Health and Hygiene,115.4492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1726.32
FDE58,18.5,Low Fat,0.052174319,Snack Foods,116.8124,OUT045,2002,,Tier 2,Supermarket Type1,1742.13
DRJ25,14.6,Low Fat,0.150442215,Soft Drinks,50.6692,OUT013,1987,High,Tier 3,Supermarket Type1,681.57
FDS47,16.75,Low Fat,0.215728288,Breads,86.9856,OUT010,1998,,Tier 3,Grocery Store,182.02
FDY21,15.1,Low Fat,0.173751022,Snack Foods,198.211,OUT049,1999,Medium,Tier 1,Supermarket Type1,2753.4
NCI54,15.2,Low Fat,0.03357108,Household,111.1912,OUT013,1987,High,Tier 3,Supermarket Type1,1541.57
FDO24,11.1,Low Fat,0.177212413,Baking Goods,158.1604,OUT017,2007,,Tier 2,Supermarket Type1,2367.6
FDY43,14.85,Low Fat,0.098383632,Fruits and Vegetables,168.9474,OUT035,2004,Small,Tier 2,Supermarket Type1,2580.45
FDF35,15.0,Low Fat,0.154616614,Starchy Foods,106.8938,OUT018,2009,Medium,Tier 3,Supermarket Type2,1227.28
NCP29,,Low Fat,0.196572047,Health and Hygiene,63.7168,OUT019,1985,Small,Tier 1,Grocery Store,138.5
FDN28,,Regular,0.030101427,Frozen Foods,101.799,OUT027,1985,Medium,Tier 3,Supermarket Type3,2575.37
FDJ50,8.645,Low Fat,0.021673936,Canned,51.9982,OUT018,2009,Medium,Tier 3,Supermarket Type2,557.63
FDQ14,,Low Fat,0.061488083,Dairy,150.805,OUT027,1985,Medium,Tier 3,Supermarket Type3,3266.97
FDC37,15.5,Low Fat,0.032867137,Baking Goods,108.0938,OUT035,2004,Small,Tier 2,Supermarket Type1,1502.31
FDN08,7.72,Regular,0.088364662,Fruits and Vegetables,118.7466,OUT046,1997,Small,Tier 1,Supermarket Type1,1740.21
FDD04,16.0,LF,0.0,Dairy,141.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,1947.64
FDW34,9.6,Low Fat,0.035724069,Snack Foods,243.617,OUT018,2009,Medium,Tier 3,Supermarket Type2,2748.3
FDP04,15.35,Low Fat,0.013890902,Frozen Foods,65.2168,OUT017,2007,,Tier 2,Supermarket Type1,940.77
NCG07,12.3,Low Fat,0.052799022,Household,187.753,OUT017,2007,,Tier 2,Supermarket Type1,2816.0
NCN14,19.1,Low Fat,0.09229222,Others,184.2608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2498.39
FDJ16,9.195,Low Fat,0.115118638,Frozen Foods,58.1246,OUT045,2002,,Tier 2,Supermarket Type1,774.01
NCM42,6.13,Low Fat,0.028378929,Household,108.8912,OUT045,2002,,Tier 2,Supermarket Type1,1523.98
NCF19,13.0,Low Fat,0.035108732,Household,49.6034,OUT046,1997,Small,Tier 1,Supermarket Type1,674.01
FDY21,15.1,Low Fat,0.174187994,Snack Foods,196.911,OUT018,2009,Medium,Tier 3,Supermarket Type2,2618.57
FDY19,19.75,Low Fat,0.041357113,Fruits and Vegetables,116.1466,OUT035,2004,Small,Tier 2,Supermarket Type1,1741.23
FDV09,12.1,Low Fat,0.020610288,Snack Foods,149.8734,OUT045,2002,,Tier 2,Supermarket Type1,2216.68
FDA28,16.1,Regular,0.0,Frozen Foods,126.1362,OUT013,1987,High,Tier 3,Supermarket Type1,1867.01
FDC38,15.7,Low Fat,0.122992956,Canned,133.3942,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.3
FDL28,10.0,Regular,0.063302674,Frozen Foods,230.3668,OUT045,2002,,Tier 2,Supermarket Type1,3394.01
NCH43,8.42,Low Fat,0.070678631,Household,217.0192,OUT049,1999,Medium,Tier 1,Supermarket Type1,3085.61
NCN53,5.175,Low Fat,0.030417024,Health and Hygiene,34.0874,OUT045,2002,,Tier 2,Supermarket Type1,521.89
NCW05,20.25,Low Fat,0.148910161,Health and Hygiene,108.2938,OUT017,2007,,Tier 2,Supermarket Type1,1502.31
NCO30,19.5,Low Fat,0.01578895,Household,185.7608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2511.36
FDT04,,Low Fat,0.187416266,Frozen Foods,37.5822,OUT019,1985,Small,Tier 1,Grocery Store,82.3
FDB27,7.575,Low Fat,0.055615757,Dairy,196.4768,OUT018,2009,Medium,Tier 3,Supermarket Type2,2618.57
NCK07,10.65,Low Fat,0.048646173,Others,166.1526,OUT013,1987,High,Tier 3,Supermarket Type1,2578.36
NCA53,11.395,Low Fat,0.0,Health and Hygiene,48.5034,OUT013,1987,High,Tier 3,Supermarket Type1,660.35
FDB33,17.75,Low Fat,0.014639563,Fruits and Vegetables,160.1262,OUT018,2009,Medium,Tier 3,Supermarket Type2,2207.6
FDU37,9.5,Regular,0.105099347,Canned,79.296,OUT017,2007,,Tier 2,Supermarket Type1,1125.39
FDR13,9.895,Regular,0.028715402,Canned,115.1492,OUT035,2004,Small,Tier 2,Supermarket Type1,1740.16
FDE45,12.1,Low Fat,0.04042006,Fruits and Vegetables,178.0002,OUT049,1999,Medium,Tier 1,Supermarket Type1,2622.16
FDV37,13.0,Regular,0.083986263,Canned,195.9426,OUT017,2007,,Tier 2,Supermarket Type1,2836.64
FDX44,,Low Fat,0.075228873,Fruits and Vegetables,90.0172,OUT019,1985,Small,Tier 1,Grocery Store,185.21
NCL06,14.65,Low Fat,0.072474272,Household,261.4594,OUT017,2007,,Tier 2,Supermarket Type1,3635.44
FDJ28,12.3,Low Fat,0.021905319,Frozen Foods,190.4162,OUT045,2002,,Tier 2,Supermarket Type1,2817.16
FDX55,15.1,Low Fat,0.05529173,Fruits and Vegetables,218.7166,OUT049,1999,Medium,Tier 1,Supermarket Type1,3087.19
NCK17,11.0,Low Fat,0.038049213,Health and Hygiene,40.548,OUT018,2009,Medium,Tier 3,Supermarket Type2,503.34
FDH52,9.42,Regular,0.0438948,Frozen Foods,62.2194,OUT035,2004,Small,Tier 2,Supermarket Type1,828.38
FDN13,,Low Fat,0.151321932,Breakfast,100.7358,OUT027,1985,Medium,Tier 3,Supermarket Type3,2598.63
FDK44,16.6,Low Fat,0.122725386,Fruits and Vegetables,171.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,2480.23
FDU16,19.25,Regular,0.058275104,Frozen Foods,82.1908,OUT046,1997,Small,Tier 1,Supermarket Type1,1207.57
FDZ07,15.1,Regular,0.094422403,Fruits and Vegetables,59.9194,OUT017,2007,,Tier 2,Supermarket Type1,821.08
NCN06,,Low Fat,0.119913753,Household,164.5868,OUT027,1985,Medium,Tier 3,Supermarket Type3,3825.54
FDH02,7.27,Regular,0.034783374,Canned,90.5488,OUT010,1998,,Tier 3,Grocery Store,185.37
NCW18,15.1,Low Fat,0.0,Household,235.5248,OUT045,2002,,Tier 2,Supermarket Type1,3454.13
FDH57,10.895,Low Fat,0.035717774,Fruits and Vegetables,129.9284,OUT013,1987,High,Tier 3,Supermarket Type1,1874.45
FDV35,19.5,Low Fat,0.128466007,Breads,155.2314,OUT045,2002,,Tier 2,Supermarket Type1,2216.65
NCU29,7.685,Low Fat,0.025456246,Health and Hygiene,144.876,OUT013,1987,High,Tier 3,Supermarket Type1,2239.71
NCP02,7.105,low fat,0.044808762,Household,58.7562,OUT046,1997,Small,Tier 1,Supermarket Type1,770.62
FDN44,13.15,Low Fat,0.022776641,Fruits and Vegetables,160.892,OUT013,1987,High,Tier 3,Supermarket Type1,2378.58
FDX03,15.85,Regular,0.061344855,Meat,44.2744,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.77
FDR11,10.5,Regular,0.238579765,Breads,158.5578,OUT010,1998,,Tier 3,Grocery Store,320.24
FDA36,5.985,Low Fat,0.005666384,Baking Goods,184.3924,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.35
FDP58,,Low Fat,0.134487886,Snack Foods,217.3482,OUT027,1985,Medium,Tier 3,Supermarket Type3,5117.65
FDH31,12.0,Regular,0.02045255,Meat,97.5042,OUT045,2002,,Tier 2,Supermarket Type1,1401.96
FDH34,8.63,LF,0.031089367,Snack Foods,187.1582,OUT035,2004,Small,Tier 2,Supermarket Type1,2816.0
FDS13,6.465,Low Fat,0.124482575,Canned,263.5884,OUT035,2004,Small,Tier 2,Supermarket Type1,3627.99
FDT01,13.65,Regular,0.0,Canned,212.7902,OUT018,2009,Medium,Tier 3,Supermarket Type2,2634.91
FDY09,15.6,Low Fat,0.025239329,Snack Foods,176.2054,OUT049,1999,Medium,Tier 1,Supermarket Type1,2610.57
FDV33,,Regular,0.027211198,Snack Foods,257.5304,OUT027,1985,Medium,Tier 3,Supermarket Type3,5217.24
NCW29,14.0,Low Fat,0.048310673,Health and Hygiene,128.431,OUT010,1998,,Tier 3,Grocery Store,271.15
NCN17,11.0,Low Fat,0.0,Health and Hygiene,100.6358,OUT045,2002,,Tier 2,Supermarket Type1,1464.72
FDX01,10.1,Low Fat,0.024164336,Canned,117.715,OUT046,1997,Small,Tier 1,Supermarket Type1,1728.12
FDL03,19.25,Regular,0.0,Meat,196.211,OUT049,1999,Medium,Tier 1,Supermarket Type1,2819.84
DRL59,16.75,Low Fat,0.021257124,Hard Drinks,54.5298,OUT049,1999,Medium,Tier 1,Supermarket Type1,766.13
DRM11,,Low Fat,0.065749633,Hard Drinks,261.8278,OUT027,1985,Medium,Tier 3,Supermarket Type3,5217.24
FDA43,10.895,Low Fat,0.064776303,Fruits and Vegetables,196.8794,OUT049,1999,Medium,Tier 1,Supermarket Type1,2811.33
FDZ56,16.25,low fat,0.043078428,Fruits and Vegetables,169.5474,OUT010,1998,,Tier 3,Grocery Store,337.09
FDI44,16.1,Low Fat,0.100641176,Fruits and Vegetables,77.6328,OUT018,2009,Medium,Tier 3,Supermarket Type2,1048.09
FDB50,13.0,Low Fat,0.153490728,Canned,79.1986,OUT013,1987,High,Tier 3,Supermarket Type1,1098.96
FDU15,,reg,0.046576823,Meat,34.5532,OUT019,1985,Small,Tier 1,Grocery Store,80.55
NCJ19,,LF,0.0,Others,56.7588,OUT019,1985,Small,Tier 1,Grocery Store,124.42
FDD48,10.395,Low Fat,0.030133592,Baking Goods,115.1176,OUT013,1987,High,Tier 3,Supermarket Type1,1726.68
NCW42,18.2,Low Fat,0.058457925,Household,221.4456,OUT035,2004,Small,Tier 2,Supermarket Type1,3196.29
FDL24,10.3,Regular,0.025037414,Baking Goods,173.6422,OUT017,2007,,Tier 2,Supermarket Type1,2584.28
NCB30,14.6,Low Fat,0.025681604,Household,197.7084,OUT013,1987,High,Tier 3,Supermarket Type1,2742.1
FDK25,11.6,Regular,0.156701315,Breakfast,168.9474,OUT013,1987,High,Tier 3,Supermarket Type1,2594.9
FDW28,18.25,Low Fat,0.088962349,Frozen Foods,195.6452,OUT049,1999,Medium,Tier 1,Supermarket Type1,2821.68
FDD47,7.6,Regular,0.143216309,Starchy Foods,171.4448,OUT017,2007,,Tier 2,Supermarket Type1,2585.38
FDK16,,Low Fat,0.20192757,Frozen Foods,93.4094,OUT019,1985,Small,Tier 1,Grocery Store,192.02
FDW37,19.2,Low Fat,0.124050391,Canned,92.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,1280.23
FDA48,12.1,Low Fat,0.114852339,Baking Goods,220.9114,OUT035,2004,Small,Tier 2,Supermarket Type1,3191.72
FDA14,16.1,Low Fat,0.065551931,Dairy,146.476,OUT017,2007,,Tier 2,Supermarket Type1,2214.8
FDV15,10.3,Low Fat,0.146050812,Meat,102.0648,OUT013,1987,High,Tier 3,Supermarket Type1,1485.88
FDN22,18.85,Regular,0.1385204,Snack Foods,252.3724,OUT049,1999,Medium,Tier 1,Supermarket Type1,3673.34
NCD55,14.0,Low Fat,0.024380523,Household,41.4454,OUT045,2002,,Tier 2,Supermarket Type1,621.32
FDY43,14.85,Low Fat,0.098320351,Fruits and Vegetables,167.9474,OUT013,1987,High,Tier 3,Supermarket Type1,2594.9
NCU05,11.8,Low Fat,0.059068474,Health and Hygiene,79.9618,OUT017,2007,,Tier 2,Supermarket Type1,1128.04
FDF10,15.5,Regular,0.156898705,Snack Foods,147.9418,OUT035,2004,Small,Tier 2,Supermarket Type1,2214.83
FDR39,20.35,Low Fat,0.084140646,Meat,184.0292,OUT018,2009,Medium,Tier 3,Supermarket Type2,2498.39
FDG40,13.65,Low Fat,0.039791206,Frozen Foods,33.4558,OUT013,1987,High,Tier 3,Supermarket Type1,504.02
FDZ28,,Regular,0.090156718,Frozen Foods,127.1678,OUT019,1985,Small,Tier 1,Grocery Store,270.24
FDE02,8.71,LF,0.121496273,Canned,94.0778,OUT045,2002,,Tier 2,Supermarket Type1,1326.43
FDU60,20.0,Regular,0.059994175,Baking Goods,168.7132,OUT049,1999,Medium,Tier 1,Supermarket Type1,2594.9
FDM21,20.2,Low Fat,0.064310516,Snack Foods,257.3646,OUT013,1987,High,Tier 3,Supermarket Type1,3717.5
FDV52,,Regular,0.212767095,Frozen Foods,116.7466,OUT019,1985,Small,Tier 1,Grocery Store,225.53
NCW06,16.2,Low Fat,0.050298544,Household,191.8162,OUT013,1987,High,Tier 3,Supermarket Type1,2824.28
FDX36,9.695,Regular,0.128258986,Baking Goods,225.3404,OUT035,2004,Small,Tier 2,Supermarket Type1,3237.44
FDT35,,Regular,0.081060928,Breads,169.2816,OUT027,1985,Medium,Tier 3,Supermarket Type3,4209.7
NCL19,15.35,LF,0.0,Others,142.747,OUT010,1998,,Tier 3,Grocery Store,286.57
NCD31,12.1,Low Fat,0.015434464,Household,164.7526,OUT046,1997,Small,Tier 1,Supermarket Type1,2488.18
FDE53,,Low Fat,0.047063689,Frozen Foods,107.228,OUT019,1985,Small,Tier 1,Grocery Store,211.02
FDW58,,Low Fat,0.013224491,Snack Foods,106.4622,OUT019,1985,Small,Tier 1,Grocery Store,204.7
DRF48,5.73,Low Fat,0.0,Soft Drinks,187.3898,OUT046,1997,Small,Tier 1,Supermarket Type1,2816.0
FDW57,8.31,Regular,0.115655502,Snack Foods,176.0028,OUT035,2004,Small,Tier 2,Supermarket Type1,2563.9
DRH13,8.575,Low Fat,0.024021065,Soft Drinks,106.728,OUT017,2007,,Tier 2,Supermarket Type1,1492.08
FDT33,7.81,Regular,0.033962371,Snack Foods,167.8158,OUT013,1987,High,Tier 3,Supermarket Type1,2594.9
DRK47,,Low Fat,0.063754145,Hard Drinks,226.4694,OUT027,1985,Medium,Tier 3,Supermarket Type3,5188.05
FDY22,16.5,Regular,0.267339659,Snack Foods,143.5128,OUT010,1998,,Tier 3,Grocery Store,287.76
